#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Mon Oct 14 15:09:26 EDT 2019,33,33,Assignment3Suite,BuildTest2+ BuildTest3+ InsertTest1+ InsertTest2+ InsertTest3+ SizeTest3+ , ,BuildTest1- DelMinTest1- DelMinTest2- DelMinTest3- DelMinTest4- EverythingTest- GetMinTest1- GetMinTest2- GetMinTest3- SizeTest1- SizeTest2- SizeTest4- , ,
1,Mon Oct 14 15:14:00 EDT 2019,11,-22,Assignment3Suite,BuildTest2 BuildTest3 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1- InsertTest2- InsertTest3- SizeTest1 SizeTest2 SizeTest3- SizeTest4 , ,
2,Mon Oct 14 15:14:16 EDT 2019,33,22,Assignment3Suite,BuildTest2 BuildTest3 InsertTest1+ InsertTest2+ InsertTest3+ SizeTest3+ , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
3,Mon Oct 14 15:19:33 EDT 2019,27,-6,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3 GetMinTest2+ SizeTest1+ , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 InsertTest1- InsertTest2- InsertTest3- SizeTest2 SizeTest3- SizeTest4 , ,
4,Mon Oct 14 15:20:02 EDT 2019,33,6,Assignment3Suite,BuildTest2 BuildTest3 InsertTest1+ InsertTest2+ InsertTest3+ SizeTest3+ , ,BuildTest1- DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2- GetMinTest3 SizeTest1- SizeTest2 SizeTest4 , ,
5,Mon Oct 14 15:21:17 EDT 2019,33,0,Assignment3Suite,BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest3 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
6,Mon Oct 14 15:23:34 EDT 2019,33,0,Assignment3Suite,BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest3 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
7,Mon Oct 14 15:49:12 EDT 2019,33,0,Assignment3Suite,BuildTest2 BuildTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest3 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 SizeTest1 SizeTest2 SizeTest4 , ,
8,Mon Oct 14 15:54:26 EDT 2019,16,-17,Assignment3Suite,BuildTest2 BuildTest3 GetMinTest2+ , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 InsertTest1- InsertTest2- InsertTest3- SizeTest1 SizeTest2 SizeTest3- SizeTest4 , ,
9,Mon Oct 14 15:54:41 EDT 2019,16,0,Assignment3Suite,BuildTest2 BuildTest3 GetMinTest2 , ,BuildTest1 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,
10,Mon Oct 14 15:55:20 EDT 2019,33,17,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3 GetMinTest2 InsertTest2+ SizeTest1+ , ,DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest3 InsertTest1 InsertTest3 SizeTest2 SizeTest3 SizeTest4 , ,
